age,workclass,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
20,Unemployed,10,Never-married,Unemployed,Own-child,White,Female,0,0,30,United-States,<=50K
19,Unemployed,9,Never-married,Unemployed,Not-in-family,Black,Female,0,0,40,United-States,<=50K
61,Private,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Puerto-Rico,>50K
23,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,13,Divorced,Tech-support,Unmarried,White,Male,7430,0,40,Germany,>50K
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,<=50K
31,Private,8,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,55,United-States,<=50K
63,Private,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
29,State-gov,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,United-States,<=50K
43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Vietnam,<=50K
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
23,Self-emp-not-inc,13,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,>50K
35,Private,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,Private,9,Divorced,Other-service,Unmarried,Other,Female,0,0,28,United-States,<=50K
50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
25,Private,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
26,Local-gov,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
90,Private,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,>50K
35,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
31,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K
60,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
21,Private,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,<=50K
71,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,11,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
50,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
23,Private,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
74,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
67,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,<=50K
59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,<=50K
45,Private,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,63,United-States,<=50K
33,State-gov,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,<=50K
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
39,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
29,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,<=50K
22,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,13,Divorced,Sales,Not-in-family,White,Female,13550,0,43,United-States,>50K
46,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
51,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
44,Private,15,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,99,United-States,<=50K
56,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
52,Private,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China,<=50K
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
45,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
35,Unemployed,9,Never-married,Unemployed,Not-in-family,White,Female,0,0,4,United-States,<=50K
46,Private,3,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy,<=50K
35,Private,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,<=50K
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K
18,Unemployed,6,Never-married,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
35,Private,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,<=50K
21,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
56,Private,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador,<=50K
45,Private,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,<=50K
44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States,<=50K
55,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,<=50K
25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,>50K
53,Private,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,<=50K
47,Private,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,United-States,<=50K
49,Self-emp-inc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
22,Private,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
31,Private,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
44,Self-emp-inc,10,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States,<=50K
19,Private,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Unemployed,9,Widowed,Unemployed,Not-in-family,White,Male,0,0,35,Poland,<=50K
23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K
54,Local-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
19,State-gov,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
51,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
61,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,18,United-States,>50K
19,Self-emp-not-inc,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
22,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,<=50K
35,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
41,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,<=50K
62,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
27,Private,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Japan,<=50K
55,Unemployed,9,Divorced,Unemployed,Not-in-family,White,Female,0,0,40,England,<=50K
25,Private,9,Never-married,Sales,Not-in-family,White,Male,4416,0,42,United-States,<=50K
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,>50K
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Federal-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
43,Private,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
25,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
60,Private,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,<=50K
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,<=50K
40,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
20,Private,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,<=50K
25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,>50K
18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
32,State-gov,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
27,Private,2,Never-married,Other-service,Own-child,Other,Male,0,0,35,Dominican-Republic,<=50K
48,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,<=50K
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
55,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,England,<=50K
33,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
21,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
19,Private,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
25,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,>50K
27,Private,12,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
69,Private,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
34,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
20,Unemployed,10,Never-married,Unemployed,Own-child,White,Male,0,0,35,United-States,<=50K
37,Private,3,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Local-gov,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,United-States,<=50K
62,Unemployed,9,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,48,United-States,<=50K
34,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
31,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
42,State-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,>50K
26,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
39,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,<=50K
25,Private,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
54,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States,<=50K
44,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
34,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,>50K
21,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,55,United-States,<=50K
33,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K
21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,<=50K
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
57,Unemployed,6,Separated,Unemployed,Not-in-family,White,Male,0,0,30,United-States,<=50K
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
57,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
37,Private,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
45,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
64,Unemployed,4,Widowed,Unemployed,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,<=50K
30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
46,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
18,Unemployed,6,Never-married,Unemployed,Other-relative,White,Female,0,0,30,United-States,<=50K
60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30,Private,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,<=50K
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,>50K
39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,>50K
27,Private,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
44,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
45,Private,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
59,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,12,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K
27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
27,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
55,Private,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,60,United-States,<=50K
31,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
78,Unemployed,9,Widowed,Unemployed,Not-in-family,White,Female,0,0,1,United-States,<=50K
28,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K
30,Self-emp-not-inc,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,South,<=50K
29,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
66,Private,9,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States,<=50K
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,9,Never-married,Craft-repair,Other-relative,White,Male,2597,0,40,United-States,<=50K
24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
29,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
44,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
59,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,>50K
23,Private,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
23,Private,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines,<=50K
55,Local-gov,11,Separated,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,<=50K
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39,Private,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
57,Private,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,75,United-States,<=50K
35,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
47,Private,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K
53,State-gov,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
23,Private,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,<=50K
35,Private,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
44,Private,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
26,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland,<=50K
23,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Ireland,<=50K
49,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
36,Private,10,Never-married,Craft-repair,Own-child,White,Male,2174,0,60,United-States,<=50K
36,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
41,Unemployed,3,Married-civ-spouse,Unemployed,Husband,Other,Male,0,0,40,United-States,<=50K
21,Private,12,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,46,United-States,>50K
54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43,Private,10,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
46,Private,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
46,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
45,Unemployed,14,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,1,United-States,<=50K
21,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
47,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,<=50K
42,Private,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
25,Private,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,>50K
35,Private,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
57,Self-emp-not-inc,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
38,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
48,Private,6,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
34,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
46,Federal-gov,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
45,State-gov,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K
62,Private,10,Never-married,Craft-repair,Not-in-family,White,Female,8614,0,39,United-States,>50K
56,Unemployed,9,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,10,Never-married,Sales,Not-in-family,Black,Male,0,0,33,United-States,<=50K
35,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,<=50K
33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K
38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K
37,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
19,Private,4,Never-married,Craft-repair,Own-child,White,Male,0,1602,32,United-States,<=50K
31,Private,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
53,Local-gov,9,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,40,United-States,>50K
33,Private,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Puerto-Rico,<=50K
72,Private,2,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
30,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
