,age,workclass,eduacation,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
8100,"(16.927, 27.429]",Unemployed,Some-college,10,Divorced,Unemployed,Unmarried,White,Female,0,0,50,United-States,<=50K
8101,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,<=50K
8102,"(37.857, 48.286]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
8103,"(27.429, 37.857]",Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8104,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2415,65,United-States,>50K
8105,"(27.429, 37.857]",Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8106,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
8107,"(37.857, 48.286]",Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,42,United-States,<=50K
8108,"(27.429, 37.857]",Private,11th,7,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
8109,"(16.927, 27.429]",Private,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
8110,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Peru,<=50K
8111,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
8112,"(37.857, 48.286]",Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,<=50K
8113,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,45,United-States,>50K
8114,"(27.429, 37.857]",Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8115,"(16.927, 27.429]",Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
8116,"(37.857, 48.286]",Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
8117,"(27.429, 37.857]",Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8118,"(37.857, 48.286]",Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
8119,"(27.429, 37.857]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,Mexico,>50K
8120,"(37.857, 48.286]",Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,60,United-States,<=50K
8121,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8122,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
8123,"(16.927, 27.429]",Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
8124,"(27.429, 37.857]",Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,40,India,>50K
8125,"(48.286, 58.714]",Self-emp-not-inc,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,>50K
8126,"(16.927, 27.429]",Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,<=50K
8127,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,<=50K
8128,"(48.286, 58.714]",Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
8129,"(16.927, 27.429]",Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
8130,"(58.714, 69.143]",Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
8131,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
8132,"(27.429, 37.857]",Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
8133,"(27.429, 37.857]",State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,<=50K
8134,"(16.927, 27.429]",Unemployed,11th,7,Never-married,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
8135,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
8136,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8137,"(16.927, 27.429]",Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
8138,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
8139,"(37.857, 48.286]",Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8140,"(16.927, 27.429]",Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K
8141,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
8142,"(37.857, 48.286]",Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,<=50K
8143,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
8144,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,>50K
8145,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
8146,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,2105,0,40,United-States,<=50K
8147,"(16.927, 27.429]",Unemployed,Assoc-acdm,12,Never-married,Unemployed,Not-in-family,White,Male,0,0,12,United-States,<=50K
8148,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8149,"(16.927, 27.429]",Private,10th,6,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,84,United-States,<=50K
8150,"(37.857, 48.286]",Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
8151,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
8152,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
8153,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
8154,"(27.429, 37.857]",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
8155,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
8156,"(48.286, 58.714]",Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,<=50K
8157,"(58.714, 69.143]",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8158,"(27.429, 37.857]",Local-gov,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8159,"(16.927, 27.429]",Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
8160,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,4386,0,80,United-States,>50K
8161,"(48.286, 58.714]",Private,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
8162,"(37.857, 48.286]",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
8163,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8164,"(16.927, 27.429]",Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
8165,"(37.857, 48.286]",Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,Scotland,<=50K
8166,"(58.714, 69.143]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8167,"(48.286, 58.714]",Local-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,>50K
8168,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,White,Female,0,0,40,United-States,<=50K
8169,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
8170,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
8171,"(27.429, 37.857]",State-gov,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8172,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
8173,"(37.857, 48.286]",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,38,United-States,>50K
8174,"(58.714, 69.143]",Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
8175,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8176,"(69.143, 79.571]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,<=50K
8177,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
8178,"(27.429, 37.857]",Private,12th,8,Never-married,Other-service,Not-in-family,Other,Male,0,0,40,United-States,<=50K
8179,"(58.714, 69.143]",Private,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
8180,"(48.286, 58.714]",Private,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
8181,"(16.927, 27.429]",Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,2205,18,United-States,<=50K
8182,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
8183,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
8184,"(58.714, 69.143]",Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,>50K
8185,"(27.429, 37.857]",Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,<=50K
8186,"(16.927, 27.429]",Private,HS-grad,9,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
8187,"(58.714, 69.143]",Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
8188,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40,United-States,<=50K
8189,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,Black,Female,0,0,40,United-States,<=50K
8190,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,33,United-States,<=50K
8191,"(37.857, 48.286]",Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States,<=50K
8192,"(37.857, 48.286]",Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
8193,"(27.429, 37.857]",Unemployed,Assoc-voc,11,Married-civ-spouse,Unemployed,Husband,White,Male,3103,0,60,United-States,>50K
8194,"(16.927, 27.429]",Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
8195,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8196,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,49,United-States,<=50K
8197,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
8198,"(37.857, 48.286]",Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,45,United-States,>50K
8199,"(16.927, 27.429]",Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8200,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
8201,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
8202,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
8203,"(16.927, 27.429]",Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,<=50K
8204,"(16.927, 27.429]",Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,8,United-States,<=50K
8205,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8206,"(37.857, 48.286]",Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
8207,"(48.286, 58.714]",Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8208,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8209,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
8210,"(27.429, 37.857]",Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
8211,"(69.143, 79.571]",Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1735,20,United-States,<=50K
8212,"(27.429, 37.857]",Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K
8213,"(27.429, 37.857]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
8214,"(58.714, 69.143]",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,10,United-States,<=50K
8215,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
8216,"(48.286, 58.714]",Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8217,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
8218,"(58.714, 69.143]",Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2206,59,Canada,<=50K
8219,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,45,United-States,<=50K
8220,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K
8221,"(16.927, 27.429]",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
8222,"(27.429, 37.857]",Unemployed,Assoc-acdm,12,Never-married,Unemployed,Other-relative,White,Male,0,0,40,United-States,<=50K
8223,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States,>50K
8224,"(27.429, 37.857]",Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
8225,"(27.429, 37.857]",Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,>50K
8226,"(27.429, 37.857]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8227,"(27.429, 37.857]",Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
8228,"(37.857, 48.286]",State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
8229,"(27.429, 37.857]",Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
8230,"(37.857, 48.286]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
8231,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
8232,"(16.927, 27.429]",Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,35,United-States,<=50K
8233,"(27.429, 37.857]",State-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
8234,"(58.714, 69.143]",Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8235,"(16.927, 27.429]",Self-emp-not-inc,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K
8236,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
8237,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Japan,>50K
8238,"(58.714, 69.143]",Private,7th-8th,4,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8239,"(16.927, 27.429]",Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
8240,"(69.143, 79.571]",Self-emp-not-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,8,United-States,<=50K
8241,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,White,Female,0,0,40,United-States,<=50K
8242,"(27.429, 37.857]",Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8243,"(27.429, 37.857]",Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
8244,"(27.429, 37.857]",Private,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K
8245,"(16.927, 27.429]",Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8246,"(27.429, 37.857]",Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,50,United-States,<=50K
8247,"(37.857, 48.286]",Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8248,"(16.927, 27.429]",Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
8249,"(37.857, 48.286]",Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8250,"(37.857, 48.286]",Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
8251,"(48.286, 58.714]",State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,>50K
8252,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,>50K
8253,"(16.927, 27.429]",Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
8254,"(37.857, 48.286]",Private,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8255,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
8256,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K
8257,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
8258,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
8259,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8260,"(16.927, 27.429]",Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8261,"(37.857, 48.286]",Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
8262,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,42,United-States,>50K
8263,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8264,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,60,United-States,<=50K
8265,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8266,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
8267,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
8268,"(37.857, 48.286]",Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
8269,"(58.714, 69.143]",Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1258,38,United-States,<=50K
8270,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
8271,"(37.857, 48.286]",Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
8272,"(58.714, 69.143]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8273,"(37.857, 48.286]",Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
8274,"(48.286, 58.714]",Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
8275,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,<=50K
8276,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
8277,"(37.857, 48.286]",Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
8278,"(16.927, 27.429]",Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8279,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
8280,"(48.286, 58.714]",Local-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
8281,"(37.857, 48.286]",State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
8282,"(37.857, 48.286]",Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,72,United-States,<=50K
8283,"(37.857, 48.286]",Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8284,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
8285,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
8286,"(37.857, 48.286]",Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
8287,"(37.857, 48.286]",Private,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Mexico,<=50K
8288,"(27.429, 37.857]",Private,11th,7,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K
8289,"(37.857, 48.286]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
8290,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
8291,"(16.927, 27.429]",Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
8292,"(48.286, 58.714]",Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
8293,"(69.143, 79.571]",Private,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,12,United-States,<=50K
8294,"(48.286, 58.714]",Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8295,"(27.429, 37.857]",Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
8296,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
8297,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Not-in-family,White,Female,0,0,40,United-States,<=50K
8298,"(16.927, 27.429]",Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8299,"(16.927, 27.429]",Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8300,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8301,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8302,"(16.927, 27.429]",Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
8303,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Mexico,<=50K
8304,"(37.857, 48.286]",Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8305,"(48.286, 58.714]",Private,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8306,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
8307,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,18,United-States,<=50K
